AABL_correct,pseudocode_correct
76,52
76,52
77,52
78,53
79,53
80,53
81,53
82,54
83,54
83,54
83,54
83,54
84,55
84,56
85,57
86,58
87,59
88,59
89,60
90,60
90,60
91,60
91,61
91,61
92,62
93,62
94,62
95,62
96,62
97,62
98,62
98,62
99,63
100,63
100,64
101,65
102,65
103,65
103,65
104,66
105,67
106,68
107,68
107,68
108,69
109,70
110,71
111,72
112,73
113,73
114,73
115,73
115,73
116,73
117,74
118,75
118,75
119,75
120,76
121,77
122,78
123,79
124,79
125,79
126,80
0,0
0,0
1,0
1,0
1,0
1,0
2,1
3,2
3,2
3,2
4,2
4,2
5,3
6,4
7,4
7,4
8,5
9,5
9,5
9,6
9,7
10,7
10,7
11,8
12,9
12,9
13,10
14,10
14,10
14,10
15,11
15,12
15,12
15,12
15,12
15,13
15,13
16,13
17,13
17,14
18,14
19,14
20,14
21,15
21,16
21,16
22,16
23,16
23,17
24,17
25,17
25,17
25,18
26,19
26,20
27,21
28,22
29,23
29,23
30,24
30,24
31,24
31,24
32,24
33,24
34,24
34,24
35,25
36,25
36,25
37,25
38,26
39,27
40,27
40,28
41,29
42,30
42,30
43,31
44,32
45,33
46,33
46,33
47,34
48,34
49,35
50,36
50,36
51,37
52,38
53,39
54,39
55,39
55,39
56,40
57,40
58,41
59,42
59,43
60,43
60,43
61,44
62,45
63,46
64,46
64,46
64,47
65,47
65,48
65,49
66,49
67,49
68,49
68,49
69,50
70,50
71,51
72,51
73,51
74,51
74,51
74,52
74,53
75,54
75,54
76,54
77,55
78,56
79,57
80,58
81,58
82,58
83,59
84,59
85,60
86,61
87,62
88,63
89,63
90,63
91,64
92,64
93,64
93,65
94,65
94,66
95,67
95,67
96,68
96,69
97,69
97,69
97,70
98,70
99,71
100,72
101,72
102,73
103,73
104,73
105,74
106,75
107,75
108,75
109,76
110,76
110,76
111,76
112,77
113,77
114,78
115,79
116,79
117,80
117,81
118,81
119,82
120,83
120,83
121,84
121,84
122,85
123,85
123,86
124,86
125,86
125,86
126,86
126,86
126,87
127,88
128,88
129,89
130,90
131,90
132,90
133,90
134,91
135,92
136,92
0,0
0,0
0,0
0,0
0,1
0,1
0,2
1,3
2,3
2,3
2,3
2,3
2,3
2,4
2,4
2,4
2,4
3,4
3,4
4,4
4,4
5,4
6,4
6,4
7,5
7,6
7,7
7,8
8,8
8,9
8,10
9,11
10,12
11,13
12,14
13,14
13,14
13,14
14,14
14,14
14,14
14,14
15,14
15,14
16,15
17,16
18,16
18,16
18,16
19,16
19,16
20,16
21,17
22,17
23,18
24,18
24,18
25,19
26,19
27,20
27,21
28,21
28,21
29,22
30,23
31,24
32,25
32,25
33,25
34,25
35,25
35,25
36,26
37,27
38,28
38,28
39,29
40,29
40,30
40,30
41,31
42,32
43,33
44,34
44,34
45,34
46,35
47,35
48,36
49,36
50,36
51,36
51,36
51,36
52,37
53,38
54,38
55,38
56,38
57,38
58,38
58,38
58,38
59,39
60,39
61,39
62,39
63,39
64,40
64,40
65,40
66,41
66,41
67,41
68,42
69,43
70,43
70,43
71,43
72,43
73,44
74,45
75,46
76,46
76,47
77,47
78,47
79,47
80,47
81,48
82,48
83,48
83,48
84,49
85,50
85,50
86,51
87,52
88,52
89,52
90,53
91,53
92,53
92,54
93,55
94,55
95,55
96,56
97,57
97,58
98,58
98,58
99,59
99,60
100,60
101,60
102,60
103,61
104,62
105,62
106,62
106,62
107,62
108,63
109,64
110,64
111,65
112,65
113,65
113,66
113,66
114,66
115,67
115,67
116,67
117,67
118,67
119,68
120,68
121,69
121,69
122,69
123,69
124,69
125,69
125,69
126,70
126,70
127,71
128,72
129,72
130,73
131,73
131,73
132,74
133,74
134,74
135,74
136,74
137,74
0,0
0,0
1,0
2,1
3,2
4,3
5,4
5,4
5,4
6,5
7,6
7,7
8,7
8,7
9,7
9,7
9,8
9,9
10,9
10,9
10,9
10,9
10,9
10,9
11,9
11,9
12,10
13,10
13,10
13,10
13,11
14,11
14,12
14,12
14,12
14,13
15,14
15,15
15,15
15,16
16,16
17,16
17,16
18,17
18,17
19,17
19,17
19,18
20,18
20,19
21,19
22,20
22,20
23,20
24,20
25,20
25,20
25,20
26,21
26,21
27,22
28,23
28,23
29,24
30,24
31,24
31,24
32,24
33,24
34,24
35,25
36,26
36,26
37,26
37,26
37,27
37,27
37,27
37,27
37,28
38,28
39,28
40,29
41,29
42,29
43,30
43,30
43,31
44,32
44,33
45,33
46,33
47,33
48,33
48,33
48,33
49,33
49,33
50,33
50,34
50,35
50,36
50,37
51,37
51,37
52,37
53,38
54,39
55,39
56,40
57,41
58,42
59,42
60,43
60,43
60,44
61,45
61,45
61,45
62,45
63,45
64,45
64,45
65,45
66,46
67,47
67,48
68,48
69,48
69,49
70,49
70,50
71,50
72,50
73,50
73,51
74,52
75,52
76,53
77,53
78,53
79,53
79,53
79,53
80,53
81,54
82,55
83,55
83,56
84,56
85,56
86,57
87,58
88,58
89,58
89,58
90,59
91,59
92,59
92,59
93,60
94,61
95,61
96,61
96,61
97,62
97,62
97,63
98,64
99,64
100,65
101,65
102,66
103,67
103,67
103,67
104,67
105,67
105,67
105,67
106,68
106,68
107,69
108,70
109,70
110,71
111,71
112,72
113,72
114,73
115,74
116,74
117,74
118,75
118,75
119,75
120,76
121,77
122,78
123,78
0,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
1,1
1,1
1,2
1,2
2,2
3,2
3,3
3,3
4,4
4,4
4,4
5,5
5,5
5,5
5,6
5,7
6,7
6,7
7,7
7,7
7,7
7,7
7,7
7,7
8,8
8,8
9,8
9,8
9,8
10,8
11,8
11,9
12,9
13,10
13,10
13,10
13,10
14,10
15,10
16,10
16,10
16,10
16,10
16,10
16,10
17,10
17,10
18,11
19,11
20,11
20,11
21,11
21,11
21,11
21,11
21,12
21,13
22,14
22,14
22,14
23,14
23,14
24,14
24,14
25,15
26,15
27,16
28,16
29,17
30,18
31,18
32,19
32,19
32,19
33,19
34,19
34,19
34,19
35,19
36,20
37,21
38,22
39,23
40,24
41,25
41,25
42,25
42,26
43,27
44,27
44,28
45,28
46,28
46,28
47,29
48,30
48,30
49,31
50,31
51,31
52,31
53,32
53,32
54,33
55,33
55,33
55,33
56,34
57,35
58,35
58,35
59,36
60,36
60,36
61,37
62,37
63,38
63,39
63,39
64,40
65,40
66,41
67,42
68,42
69,43
70,44
71,45
71,46
72,46
73,47
74,48
74,48
74,49
75,49
76,49
77,49
77,49
78,49
79,50
79,51
80,52
80,52
80,53
81,54
82,55
83,55
84,56
85,57
86,58
87,59
88,59
89,60
90,61
91,62
92,62
93,63
94,63
95,63
96,63
97,64
98,64
99,64
100,64
101,64
102,64
103,64
104,65
105,65
105,66
106,67
107,67
108,67
109,68
110,68
110,69
111,69
112,70
113,70
114,70
115,70
116,70
117,71
118,72
119,73
119,73
120,74
121,74
122,75
123,76
123,76
124,77
124,77
0,0
0,0
0,0
1,0
1,1
1,1
1,1
2,1
2,1
3,2
4,3
5,4
5,5
5,5
6,5
7,5
7,5
7,5
8,6
8,7
9,8
10,8
11,9
11,9
11,9
11,9
11,9
11,9
12,10
12,10
12,11
12,12
13,13
13,14
14,14
15,15
16,15
16,15
17,15
17,15
18,16
18,16
19,16
19,16
20,16
20,16
20,16
20,16
21,17
21,17
21,17
22,17
22,18
23,18
24,18
25,19
26,19
27,20
28,21
28,21
29,22
29,22
29,22
29,23
29,23
29,23
30,24
31,25
32,26
33,26
34,27
35,27
36,27
37,27
38,27
39,27
39,27
40,27
41,27
41,27
42,27
43,28
43,28
43,29
44,30
45,30
46,30
46,30
46,31
46,31
46,31
47,31
48,31
49,32
50,33
51,33
52,33
53,33
54,33
54,34
55,34
55,34
56,34
57,34
57,34
58,34
58,34
58,34
59,34
60,35
60,35
61,36
61,36
61,36
61,36
62,37
62,37
63,38
64,38
65,38
66,38
67,38
67,38
68,39
68,40
69,40
70,40
71,40
72,41
72,41
73,42
73,43
74,43
75,43
76,44
76,44
76,45
77,45
78,45
79,45
80,45
81,46
82,47
83,48
83,49
84,50
85,50
86,51
87,52
88,52
89,52
90,53
91,54
92,55
93,56
94,56
95,57
96,57
97,58
97,59
97,59
97,60
98,60
99,60
100,60
100,60
101,60
102,61
103,61
103,61
104,62
105,62
106,62
107,62
108,62
109,62
110,62
111,63
112,63
112,63
113,64
114,65
114,65
114,65
115,65
116,66
117,67
118,67
119,68
120,68
121,69
122,70
123,71
124,72
125,73
126,73
127,73
128,73
129,74
130,75
0,0
0,1
0,1
0,1
1,1
1,2
2,2
3,3
4,4
4,5
5,6
5,6
5,6
5,6
5,6
6,7
6,7
6,7
6,7
7,8
7,8
7,9
8,9
9,9
10,10
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,12
11,12
12,12
12,12
13,13
14,13
15,14
16,15
17,15
17,15
17,15
18,15
18,15
18,15
19,15
19,15
19,16
20,16
21,16
22,17
22,17
22,17
23,18
23,18
24,18
25,19
25,20
26,21
27,21
28,21
29,21
30,22
31,23
31,23
32,23
33,24
33,24
33,24
34,24
34,25
35,25
35,26
36,26
37,27
37,27
38,28
39,29
39,29
40,29
40,29
40,29
41,29
41,29
42,29
42,30
42,31
42,31
43,31
44,31
45,31
45,32
46,32
47,32
48,33
49,34
50,34
51,34
51,34
51,34
52,34
53,35
54,36
55,36
56,36
56,36
57,36
58,37
59,37
59,37
59,37
60,37
61,37
62,37
63,37
64,38
65,38
66,39
67,39
68,39
69,39
70,39
71,39
71,40
71,40
72,40
72,40
73,41
74,41
74,41
75,42
76,43
77,43
78,44
79,45
79,45
80,45
81,46
81,46
81,46
82,47
83,47
84,47
85,47
86,47
86,48
87,49
88,50
89,51
89,51
89,51
90,52
90,53
91,54
92,55
93,56
94,56
95,57
96,57
97,58
98,59
99,59
100,59
101,59
102,60
103,61
104,61
104,61
105,61
106,61
107,61
108,62
109,62
109,62
110,62
111,62
111,63
112,64
113,64
114,64
115,65
116,65
117,65
118,65
119,66
119,66
119,66
120,66
121,67
122,68
123,68
124,69
125,69
126,69
127,69
0,0
0,0
0,1
0,1
1,1
1,2
1,2
1,2
2,2
2,2
2,2
2,3
2,4
2,4
3,4
4,4
5,5
5,5
6,6
7,7
7,7
8,7
8,7
8,8
8,8
9,8
9,9
9,10
10,11
11,11
11,11
11,11
11,11
11,11
11,12
12,12
12,12
13,12
13,12
14,12
15,12
16,12
16,12
16,12
17,12
17,13
17,13
18,13
18,14
19,14
19,14
19,15
20,16
20,16
21,17
22,17
23,18
23,18
24,18
25,18
25,18
25,19
26,19
26,20
27,20
27,20
27,21
27,21
28,22
28,23
28,24
29,24
30,24
31,24
31,24
32,25
33,25
33,25
33,25
34,25
34,26
34,26
35,27
36,28
37,28
38,28
38,28
38,29
38,29
39,29
40,30
41,30
42,31
42,31
43,32
44,33
44,34
44,34
44,34
44,34
45,35
46,35
46,36
47,36
47,36
48,37
48,38
49,38
50,39
51,40
51,41
51,41
52,41
53,42
54,42
55,42
55,42
56,43
57,44
58,44
59,44
59,45
60,45
61,46
61,46
62,46
62,46
63,46
64,47
65,48
65,48
65,48
65,49
66,49
67,49
68,49
69,49
70,50
70,51
71,51
72,52
73,52
74,53
75,53
76,53
77,53
78,54
79,54
80,54
80,54
81,54
81,55
82,55
82,55
83,56
84,56
84,57
85,57
86,58
87,58
87,58
88,59
89,60
90,60
91,60
92,60
92,60
92,60
93,61
94,61
95,61
96,61
97,61
98,61
99,61
99,61
100,62
101,62
102,62
102,62
103,63
104,64
105,65
106,65
107,65
107,65
107,65
107,65
108,66
109,66
109,66
109,67
110,67
111,68
111,68
112,68
113,69
114,69
115,70
116,71
0,0
0,0
1,0
2,1
3,1
4,2
4,2
4,2
5,3
5,4
6,4
6,4
6,4
6,4
7,5
7,5
7,5
7,5
7,5
8,5
9,6
9,7
10,8
10,8
10,8
10,9
11,10
11,10
11,10
12,10
12,11
12,11
13,11
14,11
15,11
15,11
15,11
16,12
16,12
16,13
17,14
17,14
17,14
17,14
18,14
18,14
18,15
19,15
19,16
20,17
21,18
21,18
21,19
21,20
21,20
21,20
22,20
22,20
22,20
23,21
24,21
25,21
25,22
25,23
26,24
27,25
28,26
29,26
30,26
31,26
31,27
32,27
33,27
33,27
34,28
34,28
34,28
35,28
36,28
37,28
38,29
39,29
39,30
40,30
41,31
42,31
43,32
43,33
44,34
44,34
45,34
46,34
47,34
48,34
49,34
50,34
51,34
51,35
51,35
52,36
53,36
54,36
55,36
55,37
56,38
57,39
58,40
59,41
59,42
59,43
60,43
61,44
62,45
63,46
64,47
64,47
65,47
65,47
66,47
67,47
68,48
69,48
70,48
71,48
72,48
72,48
73,48
74,48
75,49
76,50
77,50
78,51
79,51
80,51
81,52
82,52
83,52
83,52
84,53
85,54
86,54
86,55
87,55
88,56
89,57
90,57
91,58
92,59
93,60
94,61
95,61
96,62
97,62
98,63
99,63
100,63
101,63
101,63
102,64
103,64
104,65
105,66
105,67
106,68
106,69
107,69
107,70
108,71
109,71
109,71
110,72
110,72
111,72
112,73
113,74
113,74
114,74
114,74
115,75
115,75
116,76
117,77
118,77
119,78
120,79
121,79
122,79
123,79
124,79
125,80
126,80
127,80
128,80
129,81
130,81
131,81
131,82
131,82
131,82
131,82
