AABL_correct,pseudocode_correct
125,65
126,66
127,67
128,68
129,69
130,70
131,71
132,72
133,73
134,74
135,75
136,76
137,76
138,77
139,78
140,79
141,80
142,81
143,82
144,82
145,82
146,83
147,84
148,85
149,85
150,86
151,86
152,87
153,88
154,89
155,90
156,91
157,92
158,93
159,93
160,94
161,95
162,96
163,96
164,97
165,98
166,99
167,100
168,101
169,102
170,103
171,104
172,105
173,106
174,107
175,108
176,109
177,110
178,111
179,112
180,113
181,114
182,115
183,116
184,117
185,118
186,119
187,120
188,121
189,122
0,0
0,0
0,0
0,0
0,1
0,1
0,1
0,2
1,2
2,3
3,3
3,4
4,4
5,5
6,6
7,7
7,7
8,8
8,8
9,9
10,9
11,9
11,9
12,9
13,10
14,10
15,11
16,11
16,11
17,12
17,13
18,13
19,13
20,13
21,13
22,14
23,14
24,14
25,15
26,15
27,15
28,15
29,15
30,16
31,17
32,18
33,19
34,20
35,20
36,21
37,22
38,22
39,22
40,23
41,23
42,23
43,24
44,24
45,25
46,26
47,26
48,27
49,28
50,28
51,29
52,30
53,30
54,30
55,30
56,31
57,32
58,33
59,34
60,35
61,36
62,36
63,36
64,36
65,36
66,36
67,37
68,38
69,39
70,40
71,41
72,42
73,43
74,43
75,43
76,44
77,44
78,44
79,45
80,46
81,47
82,48
83,49
84,50
85,51
86,52
87,52
88,53
89,53
90,54
91,55
92,56
93,57
94,57
95,58
96,59
97,60
98,61
99,62
100,63
101,64
102,64
103,65
104,66
105,66
106,66
107,67
108,67
109,67
110,68
111,69
112,69
113,70
114,71
115,71
116,72
117,73
118,74
119,75
120,76
121,77
122,78
123,79
124,79
125,80
126,80
127,80
128,81
129,82
130,83
131,83
132,84
133,85
134,85
135,86
136,87
137,88
138,89
139,90
140,90
141,91
142,92
143,92
144,93
145,94
146,94
147,95
148,96
149,97
150,97
151,98
152,99
153,100
154,101
155,102
156,103
157,104
158,105
159,106
160,107
161,108
162,109
163,110
164,110
165,111
166,112
167,113
168,114
169,114
170,115
171,115
172,116
173,117
174,118
175,119
176,120
177,121
178,122
179,123
180,124
181,125
182,126
183,127
184,128
185,129
186,130
0,0
0,1
1,2
1,2
1,2
1,3
1,3
1,3
2,3
2,3
3,3
4,3
5,3
5,4
5,4
6,4
7,4
8,4
9,5
10,5
11,5
12,5
13,6
13,6
14,7
15,7
16,7
17,8
17,8
18,8
19,8
20,9
21,10
22,10
23,10
24,10
25,10
26,10
27,11
27,11
28,11
29,11
30,11
31,12
32,12
33,12
34,12
35,12
36,12
37,13
38,13
39,13
40,13
41,14
42,15
43,16
44,16
45,17
46,17
47,17
48,17
49,18
50,19
51,20
52,20
53,21
54,21
55,21
56,22
57,23
58,23
59,23
60,24
61,25
62,26
63,27
64,28
65,29
66,30
67,31
68,32
69,33
70,33
71,33
72,33
73,33
74,34
75,34
76,35
77,36
78,36
79,37
80,38
81,39
82,39
83,40
84,41
85,42
86,43
87,44
88,44
89,44
90,45
91,45
92,45
93,46
94,47
95,48
96,48
97,49
98,50
99,50
100,51
101,52
102,53
103,53
104,54
105,54
106,55
107,55
108,56
109,57
110,57
111,58
112,59
113,60
114,61
115,62
116,63
117,64
118,65
119,66
120,67
121,67
122,68
123,68
124,68
125,68
126,68
127,69
128,70
129,71
130,72
131,73
132,74
133,75
134,76
135,77
136,78
137,79
138,80
139,81
140,82
141,83
142,84
143,85
144,86
145,86
146,86
147,87
148,88
149,89
150,90
151,91
152,92
153,92
154,93
155,94
156,94
157,94
158,94
159,95
160,95
161,95
162,96
163,97
164,98
165,99
166,99
167,100
168,101
169,102
170,103
171,104
172,105
173,105
174,106
175,106
176,107
177,108
178,109
179,110
180,111
181,112
182,113
183,114
184,115
185,115
186,116
187,117
0,0
0,1
0,1
1,1
1,1
2,2
3,3
3,3
4,4
4,4
5,4
5,4
6,5
6,5
7,5
8,5
9,5
9,5
10,5
11,5
11,5
12,5
13,6
14,6
15,7
15,7
16,7
17,7
18,8
19,8
20,9
21,9
22,9
23,9
24,9
25,10
26,10
27,11
28,11
29,11
30,12
31,12
32,12
32,13
33,13
34,13
35,13
36,13
37,13
38,13
39,14
40,15
41,16
42,16
43,16
44,17
45,17
46,18
47,18
48,18
49,18
50,18
50,18
51,18
52,19
53,19
54,20
55,21
56,22
57,23
58,24
59,24
60,25
61,26
62,27
63,28
64,29
65,29
66,29
67,29
68,29
69,30
70,31
71,32
72,32
73,33
74,34
75,34
76,35
77,35
78,36
79,37
80,38
81,38
82,39
83,40
84,41
85,41
86,41
87,42
88,43
89,43
90,44
91,45
92,46
93,47
94,48
95,49
96,49
97,50
98,51
99,52
100,53
101,53
102,53
103,54
104,55
105,55
106,55
107,55
108,56
109,57
110,57
111,58
112,59
113,60
114,61
115,62
116,62
117,63
118,63
119,64
120,64
121,65
122,65
123,65
124,66
125,67
126,67
127,68
128,69
129,70
130,71
131,71
132,72
133,73
134,74
135,75
136,76
137,76
138,77
139,78
140,79
141,80
142,81
143,81
144,82
145,82
146,83
147,84
148,85
149,86
150,87
151,87
152,88
153,89
154,90
155,90
156,91
157,92
158,93
159,93
160,94
161,95
162,96
163,97
164,98
165,99
166,100
167,101
168,102
169,103
170,104
171,105
172,106
173,107
174,108
175,109
176,110
177,110
178,110
179,111
180,112
181,113
182,114
183,115
184,116
185,117
186,118
187,119
0,0
0,1
0,1
0,1
1,2
2,2
3,2
3,2
4,2
4,2
4,3
5,3
6,4
7,4
8,4
9,5
10,5
11,6
11,6
12,6
13,6
13,6
13,7
13,7
14,7
15,7
16,7
17,8
18,9
19,10
20,11
21,11
22,12
23,13
24,14
25,15
26,15
27,15
28,15
29,15
30,15
31,16
32,17
33,17
34,17
35,18
36,19
37,19
38,20
39,20
40,20
41,20
42,20
43,21
44,21
45,21
46,21
47,21
48,22
49,23
50,24
51,25
52,25
53,25
54,25
55,26
56,26
57,27
58,28
59,29
60,30
61,31
62,32
63,33
64,34
65,34
66,34
67,35
68,36
69,37
70,38
71,38
72,38
73,38
74,38
75,39
76,40
77,41
78,42
79,43
80,44
81,44
82,44
83,44
84,44
85,45
86,46
87,47
88,48
89,49
90,50
91,51
92,52
93,53
94,54
95,54
96,54
97,54
98,54
99,55
100,55
101,55
102,55
103,56
104,56
105,56
106,57
107,58
108,58
109,59
110,59
111,60
112,61
113,62
114,63
115,64
116,64
117,65
118,66
119,67
120,68
121,69
122,70
123,71
124,72
125,73
126,74
127,75
128,76
129,77
130,78
131,79
132,80
133,80
134,81
135,82
136,82
137,83
138,84
139,84
140,85
141,85
142,86
143,87
144,88
145,89
146,90
147,91
148,92
149,92
150,93
151,94
152,95
153,96
154,97
155,97
156,97
157,98
158,99
159,100
160,101
161,102
162,103
163,104
164,105
165,105
166,106
167,107
168,107
169,108
170,109
171,110
172,111
173,112
174,113
175,113
176,113
177,114
178,115
179,116
180,117
181,118
182,119
183,119
184,120
185,121
186,121
187,122
188,122
189,123
0,0
0,0
0,0
1,1
2,2
2,2
3,3
3,3
3,3
3,3
3,4
4,4
5,4
6,4
7,4
8,5
9,5
9,5
9,5
9,6
10,7
11,7
12,8
13,8
14,9
15,9
16,10
17,11
18,12
19,12
20,12
21,12
22,13
23,14
23,14
24,15
25,16
26,17
26,17
27,18
28,18
29,19
30,20
31,21
32,22
33,22
34,22
35,22
36,23
37,23
38,24
39,25
40,25
41,26
42,26
43,26
44,26
45,27
46,27
47,27
48,28
49,29
50,30
51,30
52,30
53,30
54,31
55,32
56,33
57,34
58,34
59,34
60,34
61,35
62,35
63,35
64,35
65,35
66,36
67,36
68,37
69,37
70,38
71,39
72,40
73,41
74,41
75,42
76,42
77,43
78,43
79,44
80,44
81,44
82,45
83,45
84,46
85,47
86,47
87,47
88,47
89,48
90,49
91,50
92,50
93,50
94,51
95,52
96,52
97,53
98,54
99,55
100,56
101,57
102,57
103,58
104,59
105,59
106,60
107,61
108,62
109,62
110,63
111,63
112,64
113,65
114,66
115,67
116,67
117,68
118,68
119,69
120,70
121,70
122,71
123,71
124,72
125,73
126,74
127,75
128,76
129,77
130,78
131,79
132,80
133,81
134,82
135,83
136,84
137,85
138,85
139,86
140,86
141,87
142,88
143,89
144,90
145,91
146,92
147,93
148,94
149,95
150,96
151,97
152,98
153,98
154,99
155,100
156,101
157,102
158,103
159,104
160,104
161,105
162,105
163,106
164,107
165,108
166,109
167,110
168,110
169,111
170,112
171,113
172,113
173,114
174,115
175,116
176,117
177,118
178,119
179,120
180,121
181,122
182,123
183,124
184,125
185,125
186,126
187,127
0,0
0,0
0,1
0,1
0,1
0,1
0,1
1,2
1,2
2,3
2,3
3,4
4,4
4,4
5,4
6,4
7,4
8,4
9,4
10,5
11,5
12,5
13,6
14,7
15,7
16,7
16,8
17,8
18,8
19,9
20,9
21,10
22,10
23,11
24,12
25,13
25,13
26,13
27,13
28,13
29,13
30,13
31,13
32,13
33,14
34,15
35,15
36,15
37,16
38,17
39,17
40,17
41,17
42,18
43,18
44,18
45,19
46,19
47,20
48,21
49,22
50,23
51,23
52,24
53,25
54,26
55,27
56,28
57,29
58,30
59,31
60,32
61,32
62,32
63,32
64,33
65,34
66,35
67,36
68,36
69,36
70,37
71,38
72,39
73,40
74,40
75,41
76,42
77,43
78,43
79,44
80,45
81,46
82,46
83,47
84,48
85,48
86,49
87,50
88,51
89,52
90,53
91,54
92,55
93,55
94,55
95,55
96,56
97,57
98,58
99,59
100,60
101,60
102,60
103,60
104,61
105,61
106,61
107,62
108,62
109,62
110,63
111,64
112,64
113,65
114,65
115,65
116,66
117,67
118,68
119,69
120,70
121,70
122,70
123,71
124,71
125,72
126,73
127,74
128,75
129,76
130,77
131,78
132,79
133,80
134,81
135,82
136,83
137,84
138,85
139,85
140,86
141,87
142,88
143,89
144,90
145,91
146,92
147,93
148,94
149,94
150,95
151,96
152,97
153,98
154,99
155,100
156,101
157,101
158,102
159,103
160,104
161,105
162,106
163,107
164,108
165,109
166,110
167,110
168,111
169,112
170,113
171,113
172,114
173,115
174,116
175,117
176,118
177,119
178,120
179,120
180,121
181,122
182,123
183,124
184,125
185,126
186,126
187,127
188,128
0,0
0,0
1,0
2,0
2,1
2,1
2,1
2,1
2,2
2,2
2,2
3,3
4,4
5,5
5,5
6,6
7,6
7,6
8,6
9,7
10,7
10,7
11,7
12,7
13,7
14,7
15,7
16,8
17,8
18,8
19,8
20,8
21,8
22,8
23,9
24,9
25,9
25,9
26,9
27,9
28,9
29,9
30,9
31,9
32,10
33,10
34,11
35,11
36,12
37,12
38,12
39,12
40,13
41,13
42,13
43,14
44,15
45,16
46,17
47,17
48,17
49,18
50,19
51,20
52,20
53,21
54,22
55,22
56,23
57,23
58,23
59,23
60,23
61,24
62,25
63,26
64,27
65,27
66,27
67,28
68,29
69,30
70,30
71,31
72,32
73,33
74,34
75,35
76,36
77,36
78,36
79,36
80,37
81,37
82,38
83,39
84,39
85,40
86,41
87,42
88,43
89,44
90,45
91,46
92,46
93,46
94,47
95,47
96,47
97,48
98,49
99,49
100,50
101,51
102,52
103,53
104,53
105,54
106,55
107,56
108,57
109,57
110,58
111,59
112,59
113,60
114,61
115,61
116,61
117,62
118,63
119,64
120,64
121,65
122,66
123,67
124,68
125,69
126,70
127,70
128,70
129,71
130,71
131,72
132,73
133,74
134,75
135,76
136,76
137,77
138,77
139,78
140,78
141,79
142,79
143,80
144,81
145,82
146,82
147,83
148,84
149,85
150,86
151,87
152,88
153,89
154,90
155,91
156,92
157,93
158,93
159,94
160,94
161,94
162,94
163,95
164,96
165,97
166,98
167,99
168,100
169,100
170,101
171,102
172,103
173,104
174,105
175,105
176,106
177,107
178,108
179,109
180,110
181,111
182,112
183,113
184,113
185,114
186,115
187,116
0,0
0,1
0,1
1,1
2,2
3,2
4,2
5,2
5,2
6,3
7,3
8,4
9,5
9,5
10,5
11,5
11,5
12,5
13,6
14,7
15,7
16,8
17,8
18,8
19,9
20,10
21,10
22,11
23,11
23,12
24,13
24,14
25,14
26,14
27,15
28,16
29,16
30,17
31,17
31,18
32,19
33,19
34,19
34,20
35,21
36,22
37,22
38,23
39,23
40,23
41,23
42,23
43,24
44,25
45,26
46,27
47,28
48,28
49,29
50,29
51,30
52,30
53,30
54,31
55,32
56,33
57,34
58,34
59,35
60,36
61,36
62,37
63,37
64,38
65,39
66,40
67,41
68,42
69,42
70,43
71,44
72,45
73,46
74,47
75,48
76,49
77,50
78,50
79,51
80,52
81,53
82,53
83,54
84,55
85,55
86,56
87,56
88,57
89,58
90,59
91,59
92,60
93,61
94,62
95,63
96,64
97,65
98,65
99,66
100,67
101,68
102,69
103,69
104,69
105,70
106,71
107,72
108,72
109,72
110,72
111,73
112,73
113,73
114,73
115,73
116,74
117,75
118,76
119,77
120,77
121,77
122,77
123,78
124,79
125,80
126,80
127,80
128,81
129,82
130,83
131,83
132,84
133,85
134,86
135,87
136,88
137,89
138,90
139,91
140,92
141,93
142,94
143,95
144,96
145,96
146,97
147,98
148,99
149,100
150,101
151,101
152,102
153,103
154,104
155,105
156,106
157,107
158,108
159,109
160,110
161,111
162,112
163,113
164,114
165,115
166,116
167,117
168,118
169,119
170,120
171,121
172,122
173,123
174,124
175,125
176,126
177,127
178,128
179,129
180,130
181,131
182,132
183,133
184,134
185,135
186,136
187,137
188,138
189,139
190,140
